,index,text,label
54,54,One word with Marian.,1
55,55,The huckster politicians: a poor land,1
56,56,And whelm him o'er!,1
57,57,"Are often nearest to the stroke of Fate?""",1
58,58,How Author after Author with his Tale,1
59,59,"They part, and join him: but the number stay'd.",1
60,60,"Like mountain-torrents now--East, West, and South,",1
61,61,The brother and the daughter find,1
62,62,_My way's for Love and Arcady_.,1
63,63,The following song was extracted from the MS. Diary of the Rev.,1
64,64,that you may pluck with bare fingers on the strings?,1
65,65,Exceedingly merry at Vanity Fair.,1
66,66,"Ask it not, Reader, for I write it not,",1
67,67,"To the green grass thy branches bend,",1
68,68,in the days when the world grows fair.,1
69,69,"It flowers through showers where, looming hoary,",1
70,70,To those who sent them out into the night.,1
71,71,That only makes superior sense beloved.,1
72,72,"“The home of all the Gods is this,",1
73,73,"Unlost, to lift their thought, nor mounted higher;",1
74,74,"Soon th' Archangel's trump shall sound,",1
75,75,"The doctor was spendin' the nicht at the laird's,",1
76,76,"Who bade thee go, O bluest wave,",1
77,77,"amounting to thirty, each",1
78,78,And in strong irons him they laid;,1
79,79,For what could persecution do,1
80,80,"Let Prudence bless Enjoyment's cup,",1
81,81,"Post, ut occasum resolvit vitae et hominem reddidit,",1
82,82,I laugh and play the livelong day,1
83,83,"mind night and day, and beseech the captains of your allies to",1
84,84,"And as he mihte hise clothes dreide,",1
85,85,"rising morn""                Allan Ramsay",1
86,86,"Big shower-drops.  Now the little winds, as bees,",1
87,87,Your smile more thoroughly deceive me.,1
88,88,"With half-an-eye, and kicks you out of his way;",1
89,89,Hard by Arisba; stout AEneas led,1
90,90,Ef I could make a purchase at a pooty mod'rate figger;,1
91,91,Yet strong enough to pull upon my head,1
92,92,"Our greatest evil, or our greatest good.",1
93,93,They leave not thee the less unjust.,1
94,94,"Here Stuarts once in glory reigned,",1
95,95,"And one seems, by the pain of ascending the height,",1
96,96,"Being of its furthest fires oracular,",1
97,97,"Of this great Battaile, hauing made some stay,",1
98,98,"He sat sighing and sad,",1
99,99,Flumina amem silvasque inglorius.,1
100,100,"Alas, for the poor to have some part",1
101,101,"Taken to take; who made himself their prey,",1
102,102,insolence when our Savior descended into hell. They attempted to,1
103,103,All to seek the merchandise that no man ever found.,1
104,104,He knows he will never again,1
105,105,"Our frail feet faltered, our steep steps slipt.",1
106,106,His horse at last stood still.,1
107,107,Then says that millinger so fair:,1
108,108,So that they had to tourney but with one.,1
109,109,By word an' write.,1
110,110,That made it ferst ben understonde;,1
111,111,I must in all I say and do,1
112,112,"Of ocean, and forest, and sky.",1
113,113,"When night has dulled the lily's white,",1
114,114,Though nevermore your son again,1
115,115,Well had the boding{7} tremblers learned to trace,1
116,116,"But the same vile, eternal bother.",1
117,117,"To-day,--to-day,--it will be seen",1
118,118,"bitterly, and she was saying, ""O queen, wherefore through anger",1
119,119,flocks.,1
120,120,"Lines 53-73, transcribed with a few errors.",1
121,121,Whose realm is girt by Ocean’s tide!,1
122,122,"Was ridged with foam-topt furrows, rising high",1
123,123,But yet he swerved as from a blow;,1
124,124,"Fearful he was, nor fear'd his pride in vain,",1
125,125,"""Go, thou boat of master-magic,",1
126,126,And wipe the blood and briny drops that soil,1
127,127,the peasant hero of some fairy tale of Christian,1
128,128,Whan it is take be mesure:,1
129,129,"With my ""_Tinka-tinka-tinka-tinka-tink!_""",1
130,130,"In the frigid, or torrid, or temperate zone,",1
131,131,"Yea, every knot was loosed, save that of death!",1
132,132,"Over the mountains, on that northern shore,",1
133,133,"Of broad estate, won from posterity;",1
134,134,Immingled dreams their senses storm,1
135,135,Behind the steps that misery treads,1
136,136,That every drop of drink accursed,1
137,137,"Of life that once so dear a thing did seem,",1
138,138,"Er sang so herrlich, das klang über Hastingsfeld;",1
139,139,Trust not to their borrow'd store:,1
140,140,"""Tell me, where do ghosts in love",1
141,141,"For ""jelly"" she does not say ""jell,""",1
142,142,"Well valued while alive, dropt short and dead:",1
143,143,Outlawed felon and sinless child,1
144,144,"Hence wag the tongues of the passing people, saying",1
145,145,"I know I was good, yet the day came at last",1
146,146,"I'd go back there, no never;",1
147,147,"Oh, the great King Splosh was a careworn king.",1
148,148,"Mi Sone, tell me now forthi,",1
149,149,So brave a deed to do?,1
150,150,"With thankful heart, and lips refrained from praise;",1
151,151,"But only a want and a misery wild,",1
152,152,"Sing a song of six-pence, a pock-et full of Rye",1
153,153,"Mine was th' insensate frenzied part,",1
154,154,What I was saying of that only bride,1
155,155,'God spare me such terrible menace--,1
156,156,"This valiant scene, till all life ends,",1
157,157,"May see the light of Liberty ablaze,",1
158,158,"Ceases not from all time to heave and groan,",1
159,159,"Ain’t extended to squatters, old son;",1
160,160,Then sprang Idomeneus; and as he sought,1
161,161,"But now we have finished a good hitch, and more,",1
162,162,"""I have surely not come hither",1
163,163,Its open purity and silver sheen--,1
164,164,That driven to dust their bones and bodies be.,1
165,165,"While, plunged beneath the flood, with drenched fell,",1
166,166,What is our lot beneath your roof?,1
167,167,"And all the little boys and girls,",1
168,168,The reason and the rote and rule,1
169,169,And tell you every detail of Caractacus's uniform.,1
170,170,I shut my eyes and turned them on my heart.,1
171,171,When he had wandered from his mother's side.,1
172,172,And show Lorenzo the surprising scene;,1
173,173,And tugg’d the weapon from the gushing wound;,1
174,174,"We quench our thirst with water of this flood,",1
175,175,Could but the vulgar catch a glimpse the while,1
176,176,Thy playmate is dead--and that tenantless cage,1
177,177,"We'll jaw about it anyhow, and have our way er none!",1
178,178,Red milk over seas and oceans.,1
179,179,(Written with the hope that the socialists might yet,1
180,180,"And all the body lies in deep repose,",1
181,181,"""And it is strange--though sad enough -",1
182,182,"Hung with braids of scented grasses,",1
183,183,Else shall the Huns imagine / that I all friendless am.,1
184,184,"Nala the mighty, dear to fame,",1
185,185,"Some in her pockets, some in her sleeve,",1
186,186,"He said, ""and let your spleen be undeceived:",1
187,187,How she with ample store of provender,1
188,188,"Yet why, altho' I toss it Far Afield,",1
189,189,"Guid harrows twa, cock, hens, an' a'--",1
190,190,That aquatic old person of Grange.,1
191,191,Had need from head to foot well understand;,1
192,192,"Offer thy gift; but first the law commands, II. 122.",1
193,193,"Llena su esfera de plata,",1
194,194,Who should herd her flocks extensive.,1
195,195,"Till greater then my wombe thou woxen art,",1
196,196,"Friend of hopes foregone,",1
197,197,Breathe through the tragic stops such melodies,1
198,198,"At last she sighed, uprose, and threw",1
199,199,"One sigh of rapture, and her lips were sealed;",1
200,200,"His soul brim full of sentiments so loyal,",1
201,201,"Thoo's awlus kept back cash an' claes,",1
202,202,"A house to keep us from the cold,",1
203,203,Still we find the flowing brooks,1
204,204,Betrothing words were said!,1
205,205,What though my head and flesh decay?,1
206,206,Her ghost still haunts the mouldering heart;,1
207,207,_Outrage on outrage thunders to the sky,1
208,208,Of foam athwart the keel?,1
209,209,"Hours, days, and months, and years, his children play,",1
210,210,"Here, too, a heavy-blotted Shakspere's page",1
211,211,And soon a chorus join'd the song.,1
212,212,Of slighting all the winkly brood,1
213,213,In the right manner they adored not God;,1
214,214,"There's hornpipes and strathspeys, man,",1
215,215,The changing face of Nature is to his spirit so full of power and,1
216,216,"""So I struck my harp and sang once more",1
217,217,"Ah, make the most of what we yet may spend,",1
218,218,Let us leave her here to stay:,1
219,219,"Till, checking his love trance, a cup he took",1
220,220,"To what purpose have you reared me,",1
221,221,"O Gobertz, look to thee.",1
222,222,"Gather ye, dreams, to her sunny face,",1
223,223,One of those July days when winds have fled,1
224,224,"So don't prose to me about duty and stuff,--",1
225,225,The death-bed of my little child.,1
226,226,As you dart and dip!,1
227,227,"Blue sea, wilt welcome me?",1
228,228,Long given for dead by ransomed Pavians:,1
229,229,It is necessary that our existence be effaced from the,1
230,230,"""Where is that child who will not comb",1
231,231,"That morning our colonel was riding ""Theresa"",",1
232,232,"'If you're with someone else I'll smash his face,",1
233,233,Drooping toward the dewy sod;,1
234,234,And thus we weep.,1
235,235,"That show'st the darkness thou canst not dispel,",1
236,236,"If his Majesty wishes the stars to behold,",1
237,237,"Rob Roy from the Highlands cam,",1
238,238,"His conseil tok, and therupon",1
239,239,"All dies, and all is born;",1
240,240,Dexo las inuocaciones,1
241,241,"Ikshváku’s son from whom we spring,",1
242,242,And helpless to allay them. All in vain,1
243,243,and other mischief-making beings are abroad on their baneful,1
244,244,"And those who husbanded the Golden grain,",1
245,245,Who have a soul and body that exact,1
246,246,Useless is it to appeal,1
247,247,"When a slight girl, shy as the timid halt,",1
248,248,"A dust-covered, noisy athletic club comes along.",1
249,249,Thus when the warrior grasps his bow,1
250,250,"While Jeanie supported his head as he lay,",1
251,251,"Forth flew the splendid reins from Nestor's hand,",1
252,252,In the eastern kingdoms.     That corner of the world,1
253,253,Because I leave him in the lurch,1
254,254,Some dread immortal taketh angry heed.,1
255,255,"God, hear my beseeching!""",1
256,256,"A soul kept there so sweet: O no,",1
257,257,"Sir cries his neighbour should that be,",1
258,258,"Itself disturbed by slightest stroke,",1
259,259,"two killed the many. Nine days did they lie weltering, and there",1
260,260,And sons unlettered Fortune leaves him free,1
261,261,"With no burnt bottom in it, ner no seeds--",1
262,262,"You calme the storme that passion did begin,",1
263,263,"Can this unhappy woman go,",1
264,264,"Til on Criseyde it smoot, and ther it stente.",1
265,265,"materiaeque datum est cogi, sed cogere mundo.",1
266,266,Now the landlord cast sharp glances,1
267,267,"Oh, blaw ye westlin winds, blaw saft, vol. i., 124.",1
268,268,Hushed in deeper phantasies.,1
269,269,Will e'er be influenced with a female fury.,1
270,270,"Though youth may fade, and love grow cold,",1
271,271,"Here dry (say they) thou loue-forsaken man,",1
272,272,"Yet, mother dear, grant one request,",1
273,273,"Now when he saw me set my snare,",1
274,274,The lake still lists the breezes' vow;,1
275,275,"How sweet, how lone the ray benign",1
276,276,'Tis I. Pray what have you to say to me?,1
277,277,And by this influence I presage,1
278,278,"To spotty, ho is of body to grym,",1
279,279,"That, now and then, you were unkind.",1
280,280,Which decke the bauldricke of the heavens bright.,1
281,281,"Censure the fight, and monarch that affords",1
282,282,"And if prosperous, what does he cease from madness?",1
283,283,Of their unseemly women; plumage of such reds,1
284,284,She ceased: her palfrey's paces sent,1
285,285,"Abrupt he paced the islet strand,",1
286,286,"""Another may I'll never wed,",1
287,287,Till the soul of man should lift up eyes and see.,1
288,288,"But not by that, by that, was eased my human smart.",1
289,289,"an' a strange gloor i' their een,",1
290,290,"Communing with herself, Marphisa said,",1
291,291,"Old Kohen, you propose? Make haste, let lag",1
292,292,But does he say so? look upon his life!,1
293,293,"Good will to men on earth:""--",1
294,294,"But looked the goddess of the land,",1
295,295,"The ballad was a pleasant one, the tune was loud and cheery,",1
296,296,"For the best o' my days was comin'.""",1
297,297,Obey the mute call and heave into motion.,1
298,298,"The book, the box on mantle laid,",1
299,299,"By solitude and woe surrounded,",1
300,300,"The splendors of my court, my baths and banquets?",1
301,301,The lucky chance awaits the fearless heart!,1
302,302,How far thou trustest seas or lands unknown.,1
303,303,"Those thunderbolts rush on and down, because",1
304,304,"She listen'd, nought else could she hear;",1
305,305,They weened that he had conquered / in trial by his proper might.,1
306,306,Which doesn't seem just right.,1
307,307,Matter wherein right voluble I am:,1
308,308,"The rattle of wheels, the tinkle of cowbells,",1
309,309,"she bare two sons, Amphion and Zethus, who founded first",1
310,310,"Where the frost-trees shoot with leaf and spray,",1
311,311,"Upon a great adventure he was bound,",1
312,312,"Ever familiar with it, as a God.",1
313,313,An' I kin take me oaf I wus perlite.,1
314,314,"And simple truth miscall'd simplicity,",1
315,315,"That, long as till thy vision, on my form",1
316,316,"Is nowe brought in, and right lykely to abyde",1
317,317,Nothing is joy without thee: I can find,1
318,318,"To thee, the world how fair! how strongly strikes",1
319,319,"Even if the price it should be small,",1
320,320,I kneel before your cross instead,1
321,321,"Groves of the God, where winds may never blow,",1
322,322,"The name of Riksharajas bore,",1
323,323,Most charming sound to my poetic ear;,1
324,324,"Verse is too mean your merit to display,",1
325,325,"Throughout remotest time, serene in pride,",1
326,326,Till he came to the verge of the haunted land.,1
327,327,"Some faint, troubled greeting.  The Duke, with a bow",1
328,328,"And after set your heart to beat,",1
329,329,Is the brief type and chronicle of them all.,1
330,330,Wonder that even as lightning leapt,1
331,331,"Your breath comes very fast,",1
332,332,He trusted no one present would forget,1
333,333,"I tried to refine that neighbor of mine, honest to God, I did.",1
334,334,The Apocalypse of Nations; nursed in strife,1
335,335,It's good and beautiful to be a soldier for a year.,1
336,336,In sad and happy days of yore:--,1
337,337,"Who borrowed my garments, every one,",1
338,338,"With kindled eyes; we rode a league beyond,",1
339,339,"From bud to bud, the livelong hour,",1
340,340,With question were importunate;,1
341,341,"But, ere the steely clouds began their war,",1
342,342,That have impelled me to explore thy volume!,1
343,343,"Ic mot in ander land lopen, al is quade dan",1
344,344,"Roy Green is laughing at you in his sleeve,",1
345,345,"How wanton thy waters her snowy feet lave,",1
346,346,"Knowing, henceforward, all their life is nought.",1
347,347,"Accept this dark opprobrious den of shame,",1
348,348,"For one night in the Purple Pig, upon the rue Saint-Jacques,",1
349,349,"Possess'd thee? whither, only and belov'd,",1
350,350,Waiting very patiently her exit through the door;,1
351,351,"The old horse graven, God knows when,",1
352,352,"And all the tale declared,",1
353,353,Thine ageless walls are bonded,1
354,354,That is theirs wherever you go.,1
355,355,"Beside the table in the wall, smeared over",1
356,356,"How you do wrong that better nature in you,",1
357,357,"Shoots up, and all the rising host appears.",1
358,358,"We watched the moon rise over Babylon,",1
359,359,The crowd retire with an oath,1
360,360,"From the gilded saloon to the bier and the shroud,--",1
361,361,But he to nothing else his hand extends,1
362,362,blow.,1
363,363,Whose lives' whole drift is to forget their graves!,1
364,364,"Of Una, virgin Una brave and sweet,",1
365,365,A broken Union and a foundered State!,1
366,366,"""Woe to me, unhappy creature,",1
367,367,Then in the morning I sing by the roadside;,1
368,368,"They see the silvery Arctic fox at play,",1
369,369,"She crown'd with olive green, came softly sliding",1
370,370,They cross'd the court: right glad they were.,1
371,371,Dost thou not hear the flails upon the floor?,1
372,372, _Macroglossum stellatarum._--It makes a humming noise with the,1
373,373,"And often alters pace as wayes growe deepe,",1
374,374,"In Eteocles' palace numerous guests,",1
375,375,"As in its lair, ready to spring,",1
376,376,Where he wrestled with Mondamin;,1
377,377,So softly blows this cloud-born breeze,1
378,378,"To give it rule, behold the valorous deeds",1
379,379,"With watch-chains of high price,",1
380,380,"Word, is, however, read only from time to time and not",1
381,381,'My honour I'll bequeath unto the knife,1
382,382,"Though loosened and torn,",1
383,383,That thou mayst go out and in;,1
384,384,But there is no road through the woods!,1
385,385,The fire of Heaven is not the flame of Hell.,1
386,386,Yet read I by his knee;,1
387,387,"And see the carpets, rugs, and draperies rich,",1
388,388,"Gin ere ye love another man,",1
389,389,Building with song a temple of desire;,1
390,390,"Fools he lureth, and the fair,",1
391,391,Sometimes he wished he had a child to draw,1
392,392,"But if in vain, down on the stubborn floor",1
393,393,"A year or two late for a soldierly fate,",1
394,394,They are plotting and planning together,1
395,395,Thou'rt free to do so! Gladly I'll attend;,1
396,396,But no device so fortifies their power,1
397,397,"When spring puts forth her promise, offer up;",1
398,398,"But what is the song, I said, at last?",1
399,399,Rummaged a stall of antique lore,1
400,400,"""Mary, in time you could, perhaps,"" he pleaded.",1
401,401,Or the frozen vestal court:,1
402,402,"reflect on the perpetual destruction of organic life, we",1
403,403,"So went he on, and day succeeds to day,",1
404,404,A mystery that is everywhere:,1
405,405,"Dreams, born he wist not how;",1
406,406,Flap shadowy sounds from visionary wings--,1
407,407,The blackbird from a neighboring thorn,1
408,408,"The homely goods of earth,",1
409,409,"In any cas, god wot, it is me leef;",1
410,410,"Gold, the gold of a vision",1
411,411,"Israel with his sire and with his sons,",1
412,412,without comment where it differs from that of the MSS. or other,1
413,413,"steadfast worthy: he had told 205 winters, in all, when",1
414,414,"Five rusty teeth, forbye a stump,",1
415,415,The quivering alchemy of the pure thrush,1
416,416,No cool breeze,1
417,417,The surest method she'll discover,1
418,418,"That they would smile, did you but hint,",1
419,419,"Himself along the grass. What gentle tongue,",1
420,420,"If thou find'st one, let me know;",1
421,421,"The ladie's bowr door was broken,",1
422,422,"He has no friends, for he has no weaknesses.",1
423,423,There's a regiment a-comin' down the Grand Trunk Road;,1
424,424,Down by the salley gardens my love and I did meet;,1
425,425,"In parley were they by a damsel stayed,",1
426,426," Pope fell into the prevalent vice of uttering extravagant,",1
427,427,"And even as he who acts and meditates,",1
428,428,Deeper and purer forever the tides of their,1
429,429,"Only the child you used to be,",1
430,430,"And he chanced to spy, where musing she stood,",1
431,431,"You rail in this ungrateful mood.""",1
432,432,"And now and then, perhaps, there swells",1
433,433,"And turn her head first this, and then that way,",1
434,434,"He sat and sorrowed, where he oft, in tears",1
435,435,"Till he was threading through a crowd, a sea",1
436,436,Yearns to the heavens for rain--none ever came.,1
437,437,"That takes ye here, and how the toils are loos'd,",1
438,438,Ere two well-led cotillions,1
439,439,O Jesus! Friend unfailing!,1
440,440,"She went to sell pie,",1
441,441,To serve mere engines to the ruling mind?,1
442,442,From golden slumber on a bed,1
443,443,"And a ""_Bon Dieu garde M'sieu!_""",1
444,444,"Were I to tell you all we saw,",1
445,445,Songs of roaming; or with red hand tested,1
446,446,In the banquet-halls of Pohya.,1
447,447,"In the noon of the night 'mid of May,",1
448,448,"Something fell sheer, and crashed, and from the floor",1
449,449,"And thou hast heard of yore the Blatant Beast,",1
450,450,"Clasp your cloak of earth about you,",1
451,451,And their makers run to and fro within them.,1
452,452,There where renowned Almontes' son lay dead.,1
453,453,Where is the impropriety?,1
454,454,followed him hard and fast;,1
455,455,I worshipped God... knew why He had sent,1
456,456,Hunger or thirst; a load of bitter grief,1
457,457,"Then, Hero! loose the Antient of the Deep,",1
458,458,"Too weak, for all her heart's endeavour,",1
459,459,"But a crown of sharpest thorn.""",1
460,460,Meanwhile I heard a voice: 'Be honour shown,1
461,461,"""Yet fear not me for this, nor start asunder;",1
462,462,Go out in music of the morning-star--,1
463,463,Monastic dome! condemned to uses vile![w],1
464,464,All thy thinking to the aspens,1
465,465,"HIGH in the apple bough jauntily swinging,",1
466,466,"But when the day returns at last,",1
467,467,Biting if I too near,1
468,468,"""composer,"" in a strictly limited reference to music.",1
469,469,"Yet again, oh, faint and far,",1
470,470,"Where the waters smoothly rin,",1
471,471,"Travelling East, and with her part averse",1
472,472,"In whom Man's race is born again,",1
473,473,"Thus issued, from that troop where Dido ranks,",1
474,474,The City passes with all its cares:,1
475,475,Clearly he caught the ever-clamorous cries,1
476,476,"She walks by the window with sweet, grave air,",1
477,477,"The moon is up--the sky is blue,",1
478,478,"Nay, we kept silence of thee for thy sake",1
479,479,"Should in this maze of pleasure, being led,",1
480,480,"There was an old person of Bree,",1
481,481,"And at my feet a fount shall flow,",1
482,482,What can the meaning be?,1
483,483,"In groupes collected, nestle round the Fire;",1
484,484,"And, ere the next heart-beat, the wind-hurled pile,",1
485,485,And in the light of the crackling blaze,1
486,486,"Wooed by the amorous giantess,",1
487,487,Are lifted bravely in the strife;,1
488,488,No words can tell in what celestial hour,1
489,489,"Who cares, what matters it, the thing was done",1
490,490,"Impelled them--that half wreck was trim and taut,",1
491,491,"Honour to them was but a word,",1
492,492,To see if by chance I could recollect aught,1
493,493,The whole produce sublime of her dear little wits--,1
494,494,"Nigh a hundred years are buried,",1
495,495,But none of them waiting for me.,1
496,496,"The cricket's song, in warmth increasing ever,",1
497,497,"Thin-sprinkled with farms,",1
498,498,Incendit autorem suum.,1
499,499,"Came the warriors of the nations,",1
500,500,"O that the earth, or only this fair isle wer' ours",1
501,501,"For I, who have suffered so much,",1
502,502,And forming good plans for our next pleasant meeting.,1
503,503,"By Christian or by Moor, who pass his seat;",1
504,504,And well did I divine,1
505,505,"""Ach Torenborg - lev'st du nock!",1
506,506,"Why, Mr. McKinney, are you ill?""",1
507,507,And he that here feares danger does deserve his feare. CR.,1
508,508,"With Scythians, expert in the dart and bow.",1
509,509,"Still keep me, guide me, love me, Lord,",1
510,510,"As they listened in the darkness,",1
511,511,"To twine a gay garland, her shamrock of spring;",1
512,512,will ask for the gold clasp,1
513,513,"Whispering counsel--""Fling back your hair,",1
514,514,Is the rhythmic clicking of Mabie's mind.,1
515,515,As we shall long in bitter mem'ry keep.,1
516,516,A Moment's Halt--a momentary taste,1
517,517,To give it my loving friends to keep!,1
518,518,"But, like a hospitable host,",1
519,519,"The window, and ruffle",1
520,520,To perish by the sacrificial blade.,1
521,521,"With women and men in a gorgeous bevy,",1
522,522,"Just as I was, unjust toward myself.",1
523,523,"And did the jingling half-pence greet,",1
524,524,Over his endless track;,1
525,525,"""Take care, my dear, you'll spoil my lace.""",1
526,526,And sweetly the bells across the green pastures,1
527,527,"I made in English.  Take it, being done;",1
528,528,"Bereft us, both of sight and the pure air.",1
529,529,And all have one credential that entitles us to brag--,1
530,530,"In whom that sight doth wake such sad remembrance?""",1
531,531,"One with the wisdom of Omniscience,",1
532,532,"Tuning a wood-thrush flute, remote, unseen:",1
533,533,"Yet now, too soon, the world's strong strife",1
534,534,"Thus wash'd all over, and refresh'd with oil,",1
535,535,It may seem strange to find his manners bland;,1
536,536,The sophist is the despiser,1
537,537,"Nor make them heed you, dead or living.",1
538,538,"The strong-wheeled cars were yoked, and they",1
539,539,And thousands gladly wish,1
540,540,"Flordelice marked the maid, that, in her sight,",1
541,541,Louring no more defiance! but fear-smote,1
542,542,"She turned slow, as she would go,",1
543,543,"Arm'd--though I speak it--with thy proper worth,",1
544,544,He holds on his sovereign sway;,1
545,545,"""Now choose thee, choose thee thy way of death!",1
546,546,With the burden of an honour,1
547,547,"Whose bleeding hands my hands did once enfold,",1
548,548,Whiche of theyr myndes ar so blynde and wode.,1
549,549,"And all your glory, O most swift and sweet!--",1
550,550,"I rose, and on the Throne of Saturn sate;",1
551,551,"Windy weather in each week,",1
552,552,Are fading tributes to the worth,1
553,553,"But Ripple asked no other boon, and, weeping sadly, begged them",1
554,554,"So it may chance ye miss them in your wanderings.""",1
555,555,"Black with oaken gables, carven and inscrolled;",1
556,556,Fixed me a breathing-while or two,1
557,557,Scenes that used to please;,1
558,558,"Against that awful passage over,",1
559,559,"Boreman takes toll, cheats, flatters, lies! yet Boreman, 406.",1
560,560,She had not learned the mystery of awaking,1
561,561,"As the rich, thick cream of the Elgin cow!",1
562,562,"To where pinnacles, green and orange,",1
563,563,"Think not I dread from out the world to hie,",1
564,564,Is no conceit of mine. I had it first,1
565,565,Captured and scratched the rooting hand.,1
566,566,In Breach-of-Promise lore are now more knowing.,1
567,567,"As spirits equal and with equal rights,",1
568,568,And did oft in secret steal,1
569,569,"From him retire hereafter, or expect",1
570,570,"Sleep, my little one, sweetly sleep;",1
571,571,"Every path and every plot,",1
572,572,Pages pleasing in His sight.,1
573,573,I'd lie at her feet and my heart should beat,1
574,574,"In even the longest street,",1
575,575,"Life, this wildworth blown so sweet,",1
576,576,"Thus stant the comun poeple in doute,",1
577,577,Ain't it good when life seems dreary,1
578,578,"When flyer by flyer was caught,",1
579,579,"Rinaldo, iii.",1
580,580,"That, if our prince be safe, we may renew",1
581,581,No wicked death shall he die.,1
582,582,"""But not so, Lord! It cannot be",1
583,583,You will not have my ring of precious stone;,1
584,584,Made my heart after the pype to daunce.,1
585,585,I have grown weary of the charge,1
586,586,"""A health to our Dame Dimpling,"" Beaumont cried,",1
587,587,"There is no foulness, misery, nor sin,",1
588,588,The vile worm's hair which through the world doth drill.,1
589,589,Must the dead look for on the further shore,1
590,590,And I'll call down through the green and gold,1
591,591,"_Dejadme morir_, etc.",1
592,592,It plays with the clouds; it mocks the skies;,1
593,593,"Now lifeless, and exclaims--“how grieve I now,",1
594,594,"On shores where no foot has wandered,",1
595,595,"Brave knights of a knightly race,",1
596,596,_Relictis omnibus sequuti sunt eum._ Luc. v. 28.,1
597,597,And my youth comes back to me.,1
598,598,Or by his master's side:,1
599,599,"Set me here to watch at evening,",1
600,600,With these return securely to the shore.,1
601,601,Right on the panting charger swung,1
602,602,"Many other little fragments,",1
603,603,"In pride and power and pain,",1
604,604,As are the tiger-moth's deep-damask'd wings;,1
605,605,Where only peace might be my part.,1
606,606,"In his iron-shoes and armor,",1
607,607,Others seek for music in the twitter,1
608,608,Hastes without a provocation,1
609,609,Like a golden river.,1
610,610,"O Johnny Bull, my Jo John, let's take the field together,",1
611,611,"of that estimate. Others, who think that the work accomplished by",1
612,612,"Jack fell down and broke his crown,",1
613,613,"Whose temporary passion was quite flattering,",1
614,614,"_Sidney thirsting a humbler need to slake,",1
615,615,"The thieves of Aea to our peaceful home.""",1
616,616,Whither all Kiovites come and pay it grateful worship.,1
617,617,"With eyes upon the floor, passing her husband,",1
618,618,"""Oh, holy father,"" Alice said, ""'twould grieve you, would it not?",1
619,619,"No man against my will can make me fly,",1
620,620,The song of life that wells and flows,1
621,621,And if they do git nervous-like and try to hit him back,1
622,622,Fond wilful angers; for the maid laughed too,1
623,623,Of your subtile lips and eyes: the silence,1
624,624,"Few will bless, and most will ban.",1
625,625,"In sick sad rote,",1
626,626,"*poetría*, poesía.",1
627,627,"To and fro, his long gray mantle,",1
628,628,Lay the victims of the fight;,1
629,629,Till she was beloved by a' the King's court,1
630,630,So to the ground down dropp'd the cruel fiend.,1
631,631,"""Hast thou seen that lordly castle,",1
632,632,"For fleet of foot and lame,",1
633,633,"Would rouse no dour spells of the bitter cold,",1
634,634,"To hope, for thou dar'st not despair,",1
635,635,Though Peter himself held the baptismal spout!,1
